station_id,station_desc
a78230b07c006526,station_6
0c3fb4eea10ec6fa,station_8_2
450f2075fb963bba,station_2
1405e64b145c5f02,station_8_4
38b291acfbf0c17e,station_8_3
904d6ebc32ac2030,station_3
464416bb9ee3ba27,station_8_1
