station_id,station_desc
a78230b07c006526,station 031c44419807221b
904d6ebc32ac2030,station 1447314749ff69f8
450f2075fb963bba,station 4830c0b5f2acd625
38b291acfbf0c17e,station d680659329f1a0e5
0c3fb4eea10ec6fa,station bc01f8be0a68f6c8
1405e64b145c5f02,station de579af60864adfb
464416bb9ee3ba27,station 63afba484179a090
